@RELATION emotionModelData1NNO
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {angry,neutral}

@DATA
0.123017,0.011773,2.737806,0.228489,0.215031,0.758942,0.022318,0.205101,-27.934368,1.985788,1.150913,0.059905,-0.150065,0.008005,0.079206,0.147174,-0.057019,0.047796,-0.141907,0.191822,-0.025001,0.006947,0.003116,0.024978,0.012982,0.022829,0.015513,0.054972,0.001428,0.004789,0.019745,0.063216,0.003121,0.032851,0.123589,0.011822,0.507383,0.110964,0.035300,0.608257,0.022066,0.187115,3.680053,1.051328,0.889106,0.346165,0.384196,0.283862,0.351911,0.196357,0.246895,0.271444,0.269053,0.201109,0.234210,0.008659,0.005992,0.023587,0.014011,0.024856,0.024518,0.061638,0.002390,0.006963,0.021014,0.034250,0.005348,0.013967,neutral
0.096336,0.009074,2.734969,0.218632,0.216939,0.743113,0.014703,0.179667,-27.620949,2.267961,0.455867,0.294706,0.126260,0.009621,0.247376,0.154989,-0.066813,0.217724,-0.048376,0.140820,-0.018958,0.013166,0.001540,0.055558,0.010269,0.021930,0.005850,0.062836,0.002564,0.002938,0.011630,0.063396,0.004634,0.035683,0.110694,0.009545,0.405722,0.113774,0.038645,0.573821,0.009220,0.209991,3.924235,0.833570,0.899814,0.424541,0.409454,0.291855,0.415374,0.281059,0.326172,0.250082,0.205835,0.159282,0.146385,0.017216,0.001945,0.047995,0.013823,0.022070,0.006102,0.075171,0.004282,0.003202,0.011214,0.051015,0.008362,0.020493,neutral
0.097278,0.011912,2.689494,0.205930,0.215449,0.721764,0.018092,0.153656,-27.830221,2.236673,0.333027,0.274752,0.185202,-0.149472,0.267558,0.143116,-0.061439,0.154652,-0.007029,0.101175,-0.039552,0.013909,0.002578,0.054529,0.013127,0.020608,0.006284,0.063713,0.002475,0.004515,0.009848,0.059054,0.002704,0.037260,0.091050,0.009735,0.455869,0.094129,0.036152,0.661600,0.012656,0.184927,2.909458,0.959671,0.744934,0.466166,0.382639,0.324669,0.269765,0.219820,0.277080,0.200077,0.183342,0.209352,0.186002,0.018643,0.004225,0.045415,0.018062,0.019247,0.009079,0.067603,0.004281,0.006307,0.009161,0.058695,0.003284,0.019189,neutral
0.075880,0.008647,2.788907,0.187029,0.198450,0.657460,0.019926,0.157093,-27.891502,2.197779,0.957053,0.256925,-0.115183,0.110281,0.172952,0.235754,-0.122567,0.145732,-0.075195,0.169291,0.000862,0.011409,0.001688,0.048215,0.007914,0.011654,0.005849,0.061855,0.001415,0.001778,0.010666,0.094984,0.003161,0.039516,0.094618,0.008973,0.374907,0.098585,0.036701,0.543513,0.016395,0.157168,2.938114,0.920952,0.739821,0.412653,0.386956,0.222867,0.321788,0.244755,0.249316,0.221007,0.197488,0.147344,0.163313,0.012599,0.002741,0.033832,0.010102,0.011433,0.007429,0.075747,0.002526,0.001530,0.012881,0.054177,0.004433,0.016549,neutral
0.055152,0.016199,2.819308,0.171932,0.208822,0.427905,0.021952,0.100500,-27.983188,2.444567,0.910815,0.351017,0.159753,0.135965,0.065656,0.193779,0.014130,0.202381,-0.116588,0.179206,-0.023240,0.008842,0.001521,0.056385,0.006392,0.012600,0.003891,0.073088,0.000838,0.002901,0.010202,0.101134,0.001820,0.045772,0.054763,0.012976,0.366147,0.078794,0.042954,0.315158,0.015326,0.095487,2.163227,0.556215,0.641021,0.315052,0.291891,0.256945,0.255419,0.217820,0.262115,0.197716,0.207298,0.142462,0.136130,0.014719,0.002710,0.046775,0.010456,0.013690,0.006925,0.053712,0.002048,0.003662,0.011358,0.057238,0.002620,0.013191,neutral
0.054568,0.012309,2.893129,0.186658,0.217765,0.498999,0.018269,0.105208,-28.726932,2.213897,0.940039,0.212880,0.007663,0.038894,0.073459,0.164087,0.009161,0.241509,-0.119662,0.165016,-0.062853,0.013200,0.002853,0.055607,0.009658,0.015060,0.002416,0.115237,0.001491,0.004681,0.006560,0.070954,0.001784,0.050303,0.056054,0.010253,0.213962,0.075219,0.036294,0.385404,0.009833,0.094570,2.535732,0.541568,0.560684,0.321027,0.349739,0.336547,0.315966,0.268510,0.182616,0.236154,0.153517,0.144635,0.139178,0.016577,0.006567,0.039525,0.013628,0.019409,0.002041,0.043659,0.003236,0.007024,0.005729,0.063311,0.002285,0.015074,neutral
0.168513,0.016051,2.812594,0.263582,0.217948,1.099912,0.015696,0.266542,-26.803985,1.564681,0.234329,0.031533,-0.176554,-0.056322,0.227672,-0.180799,-0.143230,-0.029929,-0.259821,0.026085,-0.158813,0.017658,0.003389,0.021168,0.025825,0.019685,0.016526,0.035837,0.002330,0.004400,0.019812,0.025307,0.004250,0.026484,0.131214,0.015917,0.527169,0.124746,0.033847,0.716393,0.013510,0.244026,3.673779,1.135093,0.825065,0.508356,0.395422,0.355346,0.415703,0.384464,0.311262,0.244377,0.373322,0.307356,0.306113,0.024207,0.004844,0.019947,0.041171,0.036064,0.026017,0.054869,0.002524,0.004224,0.026259,0.026203,0.005874,0.018723,neutral
0.114328,0.015526,2.702849,0.237123,0.224535,0.860753,0.018464,0.180692,-27.323890,1.938533,0.409267,-0.194462,-0.284124,-0.051527,0.012690,-0.045482,-0.194777,-0.056748,-0.380242,-0.026736,-0.253840,0.020791,0.007163,0.036664,0.021872,0.013801,0.012819,0.054348,0.003088,0.007308,0.016099,0.019499,0.003792,0.030524,0.101971,0.018129,0.585428,0.095589,0.044360,0.724964,0.014801,0.193676,3.860782,1.096096,0.816661,0.568534,0.559443,0.325908,0.347701,0.345271,0.249053,0.251062,0.254998,0.266949,0.319312,0.022991,0.011218,0.038167,0.030645,0.018337,0.014303,0.071556,0.004686,0.015054,0.019766,0.028752,0.004928,0.019992,neutral
0.144579,0.017718,2.920904,0.254653,0.222694,0.964851,0.018856,0.229469,-26.158073,1.804920,0.326236,-0.114713,-0.146977,-0.036484,0.107475,-0.240803,-0.084705,-0.100530,-0.314719,0.018221,-0.348981,0.030342,0.005793,0.028776,0.023276,0.008957,0.008602,0.028413,0.004822,0.007031,0.026248,0.026970,0.004781,0.029663,0.134232,0.015199,0.404745,0.119746,0.046577,0.686624,0.015572,0.239061,3.317547,1.097590,0.785549,0.603262,0.442390,0.337529,0.313612,0.301173,0.267652,0.266072,0.267360,0.404638,0.311338,0.051420,0.013536,0.033235,0.037956,0.010609,0.014995,0.057835,0.008793,0.007682,0.024681,0.033059,0.007001,0.018561,neutral
0.170025,0.058476,2.890738,0.283351,0.239414,0.928942,0.015708,0.259313,-25.172671,1.995206,0.599012,-0.082129,-0.179335,-0.046217,0.129667,-0.229295,-0.102139,-0.233779,-0.343060,-0.037347,-0.235352,0.032523,0.005311,0.034610,0.035292,0.016885,0.015391,0.021618,0.002268,0.003403,0.022825,0.024214,0.005209,0.033276,0.177098,0.056612,0.580534,0.154616,0.049429,0.793123,0.011616,0.299394,3.267656,1.191882,0.589987,0.461402,0.308785,0.348498,0.425740,0.237076,0.306401,0.256734,0.300231,0.251798,0.357150,0.048891,0.011700,0.040065,0.049010,0.025960,0.035303,0.033498,0.005411,0.004454,0.034786,0.032040,0.009991,0.017445,neutral
0.130636,0.021943,2.984723,0.244637,0.219336,0.862632,0.021005,0.219623,-26.422543,2.042484,0.225500,0.155147,-0.131178,-0.033861,0.287162,-0.154035,-0.145062,-0.035136,-0.269314,-0.014247,-0.250447,0.027789,0.003958,0.021996,0.015336,0.012467,0.009535,0.035476,0.003672,0.007274,0.028550,0.035534,0.005439,0.030535,0.127282,0.019447,0.429792,0.116975,0.044107,0.653779,0.015967,0.224931,2.976836,1.057744,0.839335,0.577109,0.479603,0.337768,0.339414,0.266672,0.254903,0.295595,0.330046,0.321545,0.297809,0.040701,0.008247,0.032627,0.026193,0.021712,0.014233,0.033424,0.007190,0.011409,0.040850,0.044894,0.008086,0.017091,neutral
